Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (INR),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3471,19,Female,Coat,Outerwear,3795,Ranchi,S,Olive,Summer,4.5,No,Free Shipping,No,No,31,Cash,Bi-Weekly
3472,43,Female,Sandals,Footwear,3630,Udaipur,S,Blue,Spring,3.1,No,Store Pickup,No,No,31,Cash,Bi-Weekly
3473,31,Female,Blouse,Clothing,2310,Bareily,S,White,Summer,4,No,Free Shipping,No,No,15,Debit Card,Weekly
3474,63,Female,Dress,Clothing,2200,Varanasi,M,Cyan,Spring,2.5,No,Express,No,No,11,Cash,Weekly
3475,41,Female,Pants,Clothing,4510,Mumbai,M,Cyan,Winter,4.4,No,Store Pickup,No,No,18,GooglePay,Monthly
3476,48,Female,Sneakers,Footwear,4840,Nashik,M,Orange,Spring,4.4,No,Express,No,No,9,Cash,Quarterly
3477,68,Female,Boots,Footwear,5445,Nashik,XL,Orange,Summer,3.2,No,Free Shipping,No,No,11,Cash,Weekly
3478,53,Female,Handbag,Accessories,4675,Delhi,S,Teal,Spring,3.8,No,Store Pickup,No,No,38,Debit Card,Bi-Weekly
3479,36,Female,Handbag,Accessories,3135,Coimbatore,M,Magenta,Fall,4.6,No,Store Pickup,No,No,42,PhonPe,Quarterly
3480,46,Female,Sweater,Clothing,3080,Chandrapur,S,Orange,Summer,4.9,No,Standard,No,No,41,Cash,Monthly
3481,21,Female,Sandals,Footwear,4345,Hyderabad,L,Peach,Winter,3.5,No,Free Shipping,No,No,45,PhonPe,Monthly
3482,52,Female,Socks,Clothing,3685,Mysuru,S,Maroon,Summer,3.4,No,Store Pickup,No,No,41,Debit Card,Bi-Weekly
3483,66,Female,Gloves,Accessories,3355,Raipur,M,Gold,Winter,3.9,No,Next Day Air,No,No,35,Debit Card,Weekly
3484,19,Female,Hoodie,Clothing,2035,Amritsar,L,White,Winter,3.9,No,Express,No,No,21,Credit Card,Every 3 Months
3485,44,Female,Dress,Clothing,4125,Visakhapatnam,L,Gray,Fall,4.2,No,Free Shipping,No,No,13,Credit Card,Bi-Weekly
3486,50,Female,Shirt,Clothing,1155,Kolkata,XL,Brown,Winter,3.4,No,Standard,No,No,23,Debit Card,Fortnightly
3487,51,Female,Shorts,Clothing,4895,Udaipur,L,Charcoal,Winter,4.9,No,Standard,No,No,6,PhonPe,Weekly
3488,25,Female,Sandals,Footwear,1320,Ranchi,L,Beige,Fall,2.9,No,Store Pickup,No,No,39,Bank Transfer,Annually
3489,62,Female,Sweater,Clothing,1485,Chennai,XL,Teal,Spring,4.9,No,Store Pickup,No,No,7,Cash,Quarterly
3490,48,Female,Dress,Clothing,1430,Ujjain,L,Black,Summer,4.6,No,2-Day Shipping,No,No,32,PhonPe,Every 3 Months
3491,62,Female,Boots,Footwear,4510,Chandigarh,M,Violet,Spring,3.6,No,Store Pickup,No,No,43,Credit Card,Quarterly
3492,22,Female,Pants,Clothing,1540,Mumbai,M,Orange,Winter,4.3,No,Express,No,No,15,Cash,Monthly
3493,48,Female,Gloves,Accessories,3575,Ayodhya,M,Turquoise,Fall,4.6,No,Standard,No,No,48,Bank Transfer,Annually
3494,48,Female,Pants,Clothing,4510,Nanded,XL,Black,Winter,4.7,No,Store Pickup,No,No,35,Credit Card,Weekly
3495,62,Female,Scarf,Accessories,2090,Patna,M,Silver,Winter,3.5,No,Free Shipping,No,No,41,PhonPe,Quarterly
3496,24,Female,Shorts,Clothing,1815,Bareily,XL,Gray,Spring,2.8,No,Free Shipping,No,No,14,Cash,Weekly
3497,39,Female,Shoes,Footwear,2090,Ujjain,M,Pink,Summer,4,No,Free Shipping,No,No,22,PhonPe,Monthly
3498,35,Female,Handbag,Accessories,2640,Dhanbad,M,Red,Spring,4.3,No,Store Pickup,No,No,16,GooglePay,Every 3 Months
3499,47,Female,Sandals,Footwear,1925,Delhi,M,Lavender,Summer,3.8,No,Standard,No,No,2,Bank Transfer,Bi-Weekly
3500,22,Female,Socks,Clothing,1595,Mangaluru,L,Indigo,Fall,3,No,Next Day Air,No,No,13,PhonPe,Every 3 Months
3501,38,Female,Shirt,Clothing,2640,Chandigarh,S,Silver,Fall,4.6,No,Next Day Air,No,No,38,Debit Card,Fortnightly
3502,53,Female,Shoes,Footwear,4785,Nainital,M,Silver,Fall,4.8,No,Standard,No,No,43,Bank Transfer,Weekly
3503,31,Female,Backpack,Accessories,3410,Kolkata,M,Green,Fall,4.7,No,Next Day Air,No,No,26,Bank Transfer,Quarterly
3504,31,Female,Shirt,Clothing,5280,Nainital,M,Pink,Spring,3.9,No,Free Shipping,No,No,39,Cash,Weekly
3505,65,Female,Handbag,Accessories,2255,Raipur,S,Violet,Fall,4,No,Next Day Air,No,No,50,GooglePay,Monthly
3506,48,Female,Jewelry,Accessories,2310,Vijaywada,L,Red,Winter,3.7,No,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months
3507,18,Female,Shirt,Clothing,3135,Visakhapatnam,L,Olive,Winter,3.7,No,2-Day Shipping,No,No,12,Cash,Fortnightly
3508,46,Female,Handbag,Accessories,3575,Dhanbad,S,Purple,Spring,4.2,No,Store Pickup,No,No,33,Credit Card,Every 3 Months
3509,52,Female,Pants,Clothing,2970,Kota,M,Gray,Fall,4.7,No,Standard,No,No,49,Bank Transfer,Weekly
3510,50,Female,T-shirt,Clothing,1210,Mysuru,L,Brown,Winter,4.3,No,Next Day Air,No,No,43,GooglePay,Bi-Weekly
3511,49,Female,Sneakers,Footwear,5280,Kota,S,Orange,Fall,4.9,No,2-Day Shipping,No,No,14,GooglePay,Monthly
3512,69,Female,Jewelry,Accessories,4455,Indore,M,Blue,Summer,3.9,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
3513,36,Female,Shirt,Clothing,2530,Delhi,M,White,Fall,3.4,No,Free Shipping,No,No,31,Debit Card,Quarterly
3514,30,Female,Blouse,Clothing,4070,Rameswaram,XL,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly
3515,25,Female,Sneakers,Footwear,2750,Bareily,XL,Gray,Winter,4.7,No,Express,No,No,32,Cash,Monthly
3516,19,Female,Dress,Clothing,4400,Ayodhya,XL,Charcoal,Winter,4,No,Next Day Air,No,No,16,Debit Card,Bi-Weekly
3517,34,Female,Boots,Footwear,3080,Nashik,S,White,Summer,4,No,Free Shipping,No,No,38,PhonPe,Bi-Weekly
3518,29,Female,Skirt,Clothing,3795,Kochi,M,Orange,Winter,3.1,No,Next Day Air,No,No,34,Debit Card,Every 3 Months
3519,50,Female,Shirt,Clothing,5335,Dhanbad,M,Black,Spring,4.2,No,Standard,No,No,30,PhonPe,Quarterly
3520,31,Female,Shorts,Clothing,3630,Gaya,M,White,Winter,3.7,No,Next Day Air,No,No,14,Bank Transfer,Fortnightly
3521,41,Female,Hat,Accessories,3850,Bareily,S,Brown,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly
3522,52,Female,Shoes,Footwear,2750,Kolhapur,M,Pink,Winter,3.7,No,Store Pickup,No,No,35,GooglePay,Weekly
3523,27,Female,Pants,Clothing,4675,Mangaluru,M,Yellow,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly
3524,49,Female,Backpack,Accessories,3245,Srinagar,M,Cyan,Summer,2.8,No,Standard,No,No,30,Cash,Fortnightly
3525,69,Female,Pants,Clothing,4070,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,No,30,Credit Card,Monthly
3526,45,Female,Sunglasses,Accessories,2090,Nagpur,L,Olive,Winter,3.5,No,Standard,No,No,47,Bank Transfer,Annually
3527,20,Female,Sweater,Clothing,5445,Kolkata,M,Olive,Spring,3.8,No,Express,No,No,1,PhonPe,Every 3 Months
3528,25,Female,Blouse,Clothing,5335,Patna,S,Charcoal,Spring,4.7,No,Free Shipping,No,No,1,Cash,Weekly
3529,38,Female,Scarf,Accessories,3685,Mumbai,L,Gray,Summer,4.5,No,Free Shipping,No,No,33,PhonPe,Annually
3530,55,Female,T-shirt,Clothing,1100,Ahmedabad,S,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly
3531,62,Female,Sunglasses,Accessories,2475,Surat,L,Black,Spring,3.4,No,Express,No,No,37,PhonPe,Weekly
3532,54,Female,Shoes,Footwear,2860,Bhubaneswar,XL,Violet,Winter,4.6,No,2-Day Shipping,No,No,23,Cash,Quarterly
3533,61,Female,Pants,Clothing,3740,Gwalior,L,Indigo,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually
3534,50,Female,Sneakers,Footwear,5390,Amritsar,L,Yellow,Fall,4.7,No,Standard,No,No,30,GooglePay,Fortnightly
3535,65,Female,Shoes,Footwear,4565,Chennai,M,Gray,Fall,3.2,No,Express,No,No,7,Cash,Weekly
3536,68,Female,Shorts,Clothing,2805,Indore,M,Red,Summer,5,No,Express,No,No,20,Debit Card,Monthly
3537,55,Female,Handbag,Accessories,1155,Prayagraj,L,Peach,Spring,4.5,No,Express,No,No,10,GooglePay,Monthly
3538,57,Female,Handbag,Accessories,5060,Bareily,M,Gray,Spring,3.5,No,Standard,No,No,40,Credit Card,Every 3 Months
3539,56,Female,Shoes,Footwear,3465,Sultanpur,S,White,Spring,4.5,No,Store Pickup,No,No,21,GooglePay,Monthly
3540,29,Female,Jewelry,Accessories,3080,Chandrapur,S,Green,Spring,3.2,No,Express,No,No,17,Credit Card,Bi-Weekly
3541,24,Female,Shorts,Clothing,5225,Srinagar,M,Magenta,Spring,4.6,No,Free Shipping,No,No,5,Bank Transfer,Weekly
3542,59,Female,Blouse,Clothing,3630,Shimla,M,Olive,Winter,4,No,Next Day Air,No,No,22,PhonPe,Annually
3543,62,Female,Coat,Outerwear,1540,Ujjain,S,Olive,Spring,4.2,No,Express,No,No,5,GooglePay,Weekly
3544,58,Female,Hat,Accessories,4565,Dhanbad,M,Blue,Winter,4.1,No,Standard,No,No,18,PhonPe,Every 3 Months
3545,64,Female,Socks,Clothing,3025,Gaya,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,No,42,Cash,Every 3 Months
3546,48,Female,Sandals,Footwear,1540,Gwalior,M,Yellow,Spring,3.7,No,2-Day Shipping,No,No,22,Debit Card,Annually
3547,60,Female,Scarf,Accessories,4345,Varanasi,M,Violet,Summer,3.6,No,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly
3548,52,Female,Scarf,Accessories,1705,Kota,L,Magenta,Summer,3.8,No,Standard,No,No,23,Credit Card,Annually
3549,63,Female,Blouse,Clothing,2035,Jalandhar,M,Red,Fall,3,No,Standard,No,No,47,Debit Card,Fortnightly
3550,44,Female,T-shirt,Clothing,1870,Chandigarh,M,Cyan,Summer,3.4,No,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly
3551,63,Female,Shoes,Footwear,4070,Ranchi,S,Orange,Winter,4.8,No,Standard,No,No,32,Cash,Weekly
3552,66,Female,Gloves,Accessories,1705,Ahmedabad,L,Black,Spring,2.6,No,Store Pickup,No,No,20,GooglePay,Weekly
3553,22,Female,Sunglasses,Accessories,3630,Delhi,M,Blue,Winter,2.9,No,Next Day Air,No,No,3,PhonPe,Quarterly
3554,62,Female,Shoes,Footwear,5445,Prayagraj,M,Charcoal,Spring,4.9,No,Free Shipping,No,No,32,Bank Transfer,Weekly
3555,39,Female,Dress,Clothing,3025,Lucknow,M,Indigo,Spring,5,No,Free Shipping,No,No,5,Credit Card,Fortnightly
3556,25,Female,Blouse,Clothing,1265,Chennai,L,Silver,Spring,4.6,No,Next Day Air,No,No,45,Cash,Quarterly
3557,70,Female,Sweater,Clothing,4840,Coimbatore,M,Brown,Fall,4.2,No,Express,No,No,43,Cash,Bi-Weekly
3558,52,Female,Jacket,Outerwear,1430,Srinagar,M,Peach,Summer,4.9,No,Next Day Air,No,No,1,PhonPe,Every 3 Months
3559,68,Female,Backpack,Accessories,5170,Rameswaram,L,Magenta,Summer,4.8,No,Standard,No,No,9,GooglePay,Quarterly
3560,18,Female,Shorts,Clothing,1375,Jalandhar,M,Beige,Fall,3,No,Next Day Air,No,No,13,GooglePay,Every 3 Months
3561,18,Female,Socks,Clothing,5280,Varanasi,XL,Violet,Fall,3.5,No,Express,No,No,5,Credit Card,Annually
3562,63,Female,Sneakers,Footwear,1595,Udaipur,L,Black,Spring,3.4,No,Standard,No,No,39,Credit Card,Fortnightly
3563,47,Female,Sneakers,Footwear,1980,Kolhapur,M,Cyan,Winter,3.4,No,Free Shipping,No,No,7,Bank Transfer,Weekly
3564,43,Female,Blouse,Clothing,4950,Mumbai,M,Green,Summer,4.9,No,Standard,No,No,8,Credit Card,Every 3 Months
3565,60,Female,Gloves,Accessories,2090,Visakhapatnam,S,Brown,Summer,4.4,No,Free Shipping,No,No,40,GooglePay,Annually
3566,49,Female,Handbag,Accessories,2860,Kota,S,Gray,Spring,4.2,No,Store Pickup,No,No,35,PhonPe,Monthly
3567,28,Female,Jeans,Clothing,4840,Rameswaram,S,Orange,Spring,3.1,No,Next Day Air,No,No,14,GooglePay,Monthly
3568,32,Female,Scarf,Accessories,3080,Nanded,S,Silver,Summer,4,No,Next Day Air,No,No,26,Credit Card,Monthly
3569,29,Female,Sandals,Footwear,3905,Gurgaon,M,Purple,Spring,4.8,No,Next Day Air,No,No,14,PhonPe,Quarterly
3570,35,Female,Sandals,Footwear,5170,Rameswaram,M,Olive,Fall,3.3,No,Express,No,No,9,Bank Transfer,Fortnightly
3571,23,Female,Dress,Clothing,5335,Lucknow,XL,Teal,Winter,4.7,No,Standard,No,No,32,Debit Card,Annually
3572,70,Female,Skirt,Clothing,1485,Bhubaneswar,M,White,Summer,3.2,No,Standard,No,No,15,Bank Transfer,Every 3 Months
3573,23,Female,Shorts,Clothing,1540,Bangalore,M,Black,Spring,5,No,Standard,No,No,25,Credit Card,Monthly
3574,43,Female,Jeans,Clothing,3685,Gwalior,L,Maroon,Fall,4.9,No,Free Shipping,No,No,27,PhonPe,Monthly
3575,29,Female,Socks,Clothing,3850,Chandrapur,M,Cyan,Fall,4.9,No,Express,No,No,39,Bank Transfer,Quarterly
3576,61,Female,Coat,Outerwear,5225,Delhi,M,Violet,Fall,3.7,No,Express,No,No,49,GooglePay,Bi-Weekly
3577,29,Female,Boots,Footwear,1320,Mumbai,L,Yellow,Spring,3,No,Express,No,No,12,GooglePay,Bi-Weekly
3578,66,Female,Belt,Accessories,1925,Mussoorie,S,Yellow,Winter,2.6,No,Standard,No,No,13,Bank Transfer,Weekly
3579,46,Female,Shoes,Footwear,1210,Bareily,L,Olive,Winter,2.6,No,Standard,No,No,22,Bank Transfer,Quarterly
3580,34,Female,Scarf,Accessories,3630,Coimbatore,L,Olive,Fall,4.8,No,Standard,No,No,19,Credit Card,Every 3 Months
3581,51,Female,Blouse,Clothing,4565,Hyderabad,M,Magenta,Summer,3.2,No,2-Day Shipping,No,No,3,Cash,Bi-Weekly
3582,26,Female,Dress,Clothing,5225,Bareily,M,Orange,Fall,4.9,No,Next Day Air,No,No,50,Credit Card,Weekly
3583,23,Female,Shorts,Clothing,2255,Vadodara,S,Beige,Summer,3.4,No,2-Day Shipping,No,No,15,PhonPe,Annually
3584,52,Female,Blouse,Clothing,4235,Coimbatore,L,Brown,Summer,2.7,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
3585,39,Female,Sneakers,Footwear,2860,Ghaziabad,L,Indigo,Fall,4.8,No,Express,No,No,48,Debit Card,Monthly
3586,39,Female,Gloves,Accessories,2255,Chandrapur,XL,Gray,Winter,4.1,No,Standard,No,No,4,GooglePay,Bi-Weekly
3587,33,Female,Hoodie,Clothing,1540,Ujjain,M,Yellow,Winter,4.6,No,Store Pickup,No,No,12,PhonPe,Bi-Weekly
3588,33,Female,Sweater,Clothing,4950,Shimla,S,Violet,Summer,4.4,No,Standard,No,No,33,Debit Card,Annually
3589,23,Female,Sunglasses,Accessories,3025,Michigan,M,Magenta,Spring,3.5,No,2-Day Shipping,No,No,40,Cash,Annually
3590,31,Female,Belt,Accessories,4015,Hyderabad,M,Blue,Spring,4.8,No,Next Day Air,No,No,38,Cash,Every 3 Months
3591,27,Female,Dress,Clothing,4785,Ayodhya,M,Gray,Fall,2.9,No,2-Day Shipping,No,No,19,GooglePay,Every 3 Months
3592,48,Female,Jacket,Outerwear,4895,Ayodhya,M,Gold,Winter,3.2,No,2-Day Shipping,No,No,38,Bank Transfer,Quarterly
3593,61,Female,Boots,Footwear,4510,Mangaluru,L,Lavender,Spring,4.4,No,2-Day Shipping,No,No,18,GooglePay,Fortnightly
3594,63,Female,Sandals,Footwear,4400,Nagpur,M,Black,Spring,4.6,No,Next Day Air,No,No,24,PhonPe,Monthly
3595,19,Female,Scarf,Accessories,4785,Nellore,L,Charcoal,Summer,2.6,No,2-Day Shipping,No,No,29,GooglePay,Quarterly
3596,21,Female,Blouse,Clothing,2255,Ayodhya,M,Violet,Spring,3.1,No,Store Pickup,No,No,14,PhonPe,Annually
3597,28,Female,Hoodie,Clothing,4565,Nashik,M,Charcoal,Spring,4.3,No,Standard,No,No,44,Cash,Fortnightly
3598,29,Female,Sunglasses,Accessories,3905,Nanded,M,Maroon,Summer,3.1,No,Standard,No,No,18,Bank Transfer,Quarterly
3599,23,Female,Hoodie,Clothing,4180,Gwalior,XL,Purple,Spring,4.6,No,Store Pickup,No,No,19,Bank Transfer,Bi-Weekly
3600,37,Female,Scarf,Accessories,1870,Varanasi,S,Peach,Spring,4.6,No,Express,No,No,4,Cash,Weekly
3601,67,Female,Dress,Clothing,4455,Nashik,XL,Olive,Spring,2.7,No,Free Shipping,No,No,25,Cash,Bi-Weekly
3602,34,Female,T-shirt,Clothing,2585,Udaipur,M,Indigo,Summer,3,No,Next Day Air,No,No,3,PhonPe,Monthly
3603,58,Female,Skirt,Clothing,1980,Nagpur,S,Magenta,Summer,3.3,No,Store Pickup,No,No,40,Debit Card,Quarterly
3604,45,Female,Jeans,Clothing,2805,Lucknow,M,Gold,Spring,2.7,No,Free Shipping,No,No,5,Cash,Weekly
3605,63,Female,Hoodie,Clothing,4730,Lucknow,M,Orange,Fall,3.3,No,Standard,No,No,17,Debit Card,Annually
3606,68,Female,Jeans,Clothing,2255,Nellore,M,Gold,Fall,4.3,No,Store Pickup,No,No,36,Bank Transfer,Every 3 Months
3607,41,Female,Sandals,Footwear,4950,Prayagraj,XL,Purple,Fall,4.8,No,Express,No,No,41,GooglePay,Annually
3608,50,Female,Hat,Accessories,5115,Nanded,L,Charcoal,Fall,3.3,No,Standard,No,No,20,GooglePay,Bi-Weekly
3609,24,Female,Gloves,Accessories,3080,Kochi,M,Cyan,Fall,4.3,No,Next Day Air,No,No,2,Cash,Every 3 Months
3610,21,Female,Socks,Clothing,2145,Nanded,M,Cyan,Summer,3,No,2-Day Shipping,No,No,31,Debit Card,Monthly
3611,18,Female,Jacket,Outerwear,4730,Amritsar,XL,Green,Fall,4.8,No,2-Day Shipping,No,No,23,Bank Transfer,Fortnightly
3612,63,Female,T-shirt,Clothing,4510,Patna,M,Silver,Spring,2.9,No,Standard,No,No,30,Credit Card,Annually
3613,47,Female,Sandals,Footwear,1595,Michigan,M,Teal,Summer,3.6,No,Standard,No,No,26,Cash,Every 3 Months
3614,58,Female,Hat,Accessories,1485,Prayagraj,M,Magenta,Fall,3.5,No,Store Pickup,No,No,40,GooglePay,Annually
3615,46,Female,Gloves,Accessories,1375,Chennai,L,Maroon,Spring,4.7,No,2-Day Shipping,No,No,19,Bank Transfer,Annually
3616,35,Female,Dress,Clothing,1705,Vadodara,M,Gold,Winter,4.4,No,Free Shipping,No,No,4,Credit Card,Monthly
3617,42,Female,Hoodie,Clothing,1265,Gaya,L,Purple,Winter,3.3,No,Store Pickup,No,No,33,Debit Card,Fortnightly
3618,48,Female,Belt,Accessories,2585,Delhi,M,Lavender,Fall,4.3,No,Express,No,No,29,Debit Card,Monthly
3619,28,Female,Gloves,Accessories,3685,Srinagar,M,Maroon,Fall,4,No,2-Day Shipping,No,No,47,PhonPe,Bi-Weekly
3620,44,Female,Scarf,Accessories,4125,Udaipur,S,Magenta,Winter,4.9,No,2-Day Shipping,No,No,50,GooglePay,Weekly
3621,60,Female,Sandals,Footwear,4510,Lucknow,M,Turquoise,Summer,2.9,No,Express,No,No,28,Credit Card,Fortnightly
3622,38,Female,Sneakers,Footwear,1760,Mangaluru,XL,Silver,Summer,4,No,2-Day Shipping,No,No,5,Cash,Fortnightly
3623,46,Female,Dress,Clothing,2255,Gaya,M,Purple,Fall,4.3,No,Store Pickup,No,No,12,Credit Card,Annually
3624,39,Female,Jewelry,Accessories,4895,Gurgaon,M,Violet,Winter,2.7,No,2-Day Shipping,No,No,4,PhonPe,Weekly
3625,22,Female,Hat,Accessories,4510,Amritsar,XL,Peach,Fall,5,No,Store Pickup,No,No,22,Bank Transfer,Bi-Weekly
3626,44,Female,Scarf,Accessories,5445,Visakhapatnam,L,Green,Winter,4.4,No,Express,No,No,32,PhonPe,Weekly
3627,69,Female,Blouse,Clothing,5390,Indore,L,Teal,Fall,3.5,No,Express,No,No,32,GooglePay,Quarterly
3628,39,Female,Belt,Accessories,2970,Chennai,M,Silver,Winter,3.3,No,Next Day Air,No,No,48,Cash,Every 3 Months
3629,53,Female,Blouse,Clothing,4840,Bareily,L,Purple,Summer,3.8,No,Free Shipping,No,No,35,Credit Card,Monthly
3630,52,Female,T-shirt,Clothing,2365,Varanasi,L,Lavender,Summer,4.5,No,Standard,No,No,44,Debit Card,Fortnightly
3631,65,Female,Hat,Accessories,4015,Surat,M,Lavender,Winter,4.8,No,Store Pickup,No,No,29,Cash,Weekly
3632,48,Female,Hat,Accessories,2750,Mangaluru,M,Peach,Fall,2.9,No,Store Pickup,No,No,26,Credit Card,Monthly
3633,27,Female,Sneakers,Footwear,4015,Jalandhar,L,Green,Spring,3.2,No,Express,No,No,3,Debit Card,Quarterly
3634,39,Female,Gloves,Accessories,2805,Ahmedabad,M,Orange,Spring,2.8,No,Free Shipping,No,No,1,Bank Transfer,Bi-Weekly
3635,59,Female,Socks,Clothing,1210,Mysuru,M,Pink,Winter,3.3,No,Standard,No,No,17,PhonPe,Annually
3636,52,Female,Sandals,Footwear,1760,Dhanbad,L,Cyan,Fall,3.3,No,Free Shipping,No,No,17,Credit Card,Fortnightly
3637,50,Female,Sandals,Footwear,2090,Vadodara,L,Lavender,Summer,4.2,No,2-Day Shipping,No,No,36,Cash,Weekly
3638,32,Female,Boots,Footwear,3630,Jalandhar,L,Yellow,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly
3639,40,Female,Backpack,Accessories,1100,Varanasi,M,Olive,Spring,4.6,No,Express,No,No,50,PhonPe,Bi-Weekly
3640,26,Female,Coat,Outerwear,2420,Visakhapatnam,M,Brown,Summer,3.6,No,2-Day Shipping,No,No,39,GooglePay,Annually
3641,47,Female,Sunglasses,Accessories,1705,Prayagraj,L,Pink,Spring,4,No,Next Day Air,No,No,17,PhonPe,Monthly
3642,51,Female,Jacket,Outerwear,2475,Chandrapur,M,Cyan,Fall,2.7,No,Free Shipping,No,No,39,Bank Transfer,Every 3 Months
3643,47,Female,Dress,Clothing,3905,Coimbatore,L,Maroon,Summer,4.4,No,Store Pickup,No,No,5,PhonPe,Annually
3644,53,Female,Scarf,Accessories,5280,Kochi,XL,Magenta,Fall,3.2,No,Standard,No,No,47,Debit Card,Annually
3645,35,Female,Blouse,Clothing,1760,Gurgaon,M,Violet,Winter,2.6,No,Next Day Air,No,No,18,GooglePay,Weekly
3646,38,Female,Backpack,Accessories,4950,Dhanbad,L,Silver,Summer,3.4,No,Free Shipping,No,No,31,Credit Card,Every 3 Months
3647,69,Female,Jewelry,Accessories,3740,Srinagar,M,Maroon,Spring,5,No,2-Day Shipping,No,No,39,Debit Card,Fortnightly
3648,47,Female,Shorts,Clothing,2475,Varanasi,M,Gray,Winter,2.9,No,Store Pickup,No,No,12,Bank Transfer,Weekly
3649,31,Female,Skirt,Clothing,3685,Chandrapur,M,White,Winter,5,No,Free Shipping,No,No,45,Cash,Bi-Weekly
3650,68,Female,Skirt,Clothing,3135,Prayagraj,M,Brown,Fall,4.4,No,Standard,No,No,33,Credit Card,Fortnightly
3651,51,Female,Jeans,Clothing,3300,Mysuru,M,Silver,Summer,3.5,No,2-Day Shipping,No,No,3,PhonPe,Annually
3652,20,Female,Handbag,Accessories,1760,Coimbatore,M,Yellow,Spring,3.8,No,Express,No,No,5,GooglePay,Every 3 Months
3653,27,Female,Handbag,Accessories,1595,Delhi,S,Magenta,Fall,3.8,No,Store Pickup,No,No,23,Debit Card,Monthly
3654,67,Female,Coat,Outerwear,1100,Prayagraj,M,Blue,Spring,3.9,No,Next Day Air,No,No,39,Credit Card,Fortnightly
3655,21,Female,Jewelry,Accessories,5390,Gurgaon,M,Green,Winter,3.3,No,Next Day Air,No,No,10,Credit Card,Annually
3656,20,Female,Sweater,Clothing,1485,Nagpur,M,Yellow,Fall,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
3657,35,Female,Jacket,Outerwear,3685,Bhubaneswar,XL,Cyan,Spring,3.7,No,2-Day Shipping,No,No,18,Credit Card,Monthly
3658,58,Female,Shoes,Footwear,4510,Nellore,L,Gold,Winter,3.7,No,Express,No,No,1,Debit Card,Every 3 Months
3659,28,Female,T-shirt,Clothing,3960,Indore,M,Magenta,Fall,4.6,No,Standard,No,No,18,PhonPe,Fortnightly
3660,27,Female,Sandals,Footwear,4235,Visakhapatnam,S,Gray,Fall,4.9,No,Store Pickup,No,No,46,Bank Transfer,Annually
3661,19,Female,Shoes,Footwear,4070,Gurgaon,L,Indigo,Winter,3.1,No,2-Day Shipping,No,No,13,Bank Transfer,Fortnightly
3662,63,Female,Sandals,Footwear,2145,Varanasi,S,White,Winter,3.5,No,Next Day Air,No,No,5,Credit Card,Fortnightly
3663,69,Female,Shorts,Clothing,4400,Bangalore,M,Indigo,Spring,4.9,No,Next Day Air,No,No,11,Debit Card,Weekly
3664,65,Female,Backpack,Accessories,3245,Ghaziabad,M,Green,Summer,4.4,No,Express,No,No,49,Credit Card,Weekly
3665,63,Female,Jacket,Outerwear,3740,Mussoorie,M,Turquoise,Fall,4.4,No,Store Pickup,No,No,1,Debit Card,Fortnightly
3666,28,Female,Socks,Clothing,4235,Udaipur,M,Peach,Fall,3.4,No,Next Day Air,No,No,11,Credit Card,Quarterly
3667,67,Female,Jewelry,Accessories,2750,Nellore,M,Olive,Winter,3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
3668,51,Female,Pants,Clothing,2475,Patna,L,Cyan,Fall,2.6,No,Next Day Air,No,No,20,GooglePay,Monthly
3669,59,Female,Blouse,Clothing,3905,Michigan,XL,Magenta,Summer,3.2,No,Store Pickup,No,No,18,GooglePay,Annually
3670,25,Female,Socks,Clothing,2860,Patna,S,Silver,Fall,4.6,No,Store Pickup,No,No,43,PhonPe,Quarterly
3671,31,Female,Shoes,Footwear,2750,Pune,S,White,Winter,3.8,No,Free Shipping,No,No,4,PhonPe,Every 3 Months
3672,62,Female,Handbag,Accessories,3630,Visakhapatnam,L,Pink,Summer,4.8,No,2-Day Shipping,No,No,20,GooglePay,Quarterly
3673,51,Female,Sandals,Footwear,4455,Chandrapur,S,Pink,Fall,4.5,No,Free Shipping,No,No,7,PhonPe,Monthly
3674,32,Female,Socks,Clothing,1540,Bangalore,M,Pink,Summer,4.2,No,2-Day Shipping,No,No,31,Bank Transfer,Fortnightly
3675,35,Female,Handbag,Accessories,3575,Patna,M,Blue,Winter,2.7,No,2-Day Shipping,No,No,41,GooglePay,Fortnightly
3676,70,Female,Hat,Accessories,4400,Shimla,M,White,Winter,4.5,No,Express,No,No,3,Bank Transfer,Monthly
